Value	Std.Error	t-value	p-value	term	phylum	n	lambda	AIC
-329.675141786352	62.8382124411898	-5.24641184048471	3.0195832937395e-06	(Intercept)	Aenigmatarchaeota	57	0.38501094852147	368.452380483118
1.18081340939085e-06	2.15561646455766e-06	0.547784556671197	0.586229450327432	genome_size	Aenigmatarchaeota	57	0.38501094852147	368.452380483118
0.0454390677753442	0.19488101573123	0.233163130871667	0.816568034458992	gc_content	Aenigmatarchaeota	57	0.38501094852147	368.452380483118
586.636260556447	118.545402356044	4.94862094098361	8.54708569060726e-06	frac_ilvwygerkp	Aenigmatarchaeota	57	0.38501094852147	368.452380483118
-0.252283134450537	11.5452868022999	-0.0218516125905404	0.982651594808191	ratio_charged_polar	Aenigmatarchaeota	57	0.38501094852147	368.452380483118
0.60180449814437	0.25127697825313	2.39498461947488	0.0203321342864345	trna_gc	Aenigmatarchaeota	57	0.38501094852147	368.452380483118
-150.120877464905	17.9176106851236	-8.3783982196658	2.20547016718554e-16	(Intercept)	Halobacteriota	856	0.980536611375827	3824.31352652152
-8.61673828713007e-08	1.76323269941642e-07	-0.48868979630323	0.625187385193396	genome_size	Halobacteriota	856	0.980536611375827	3824.31352652152
-0.063437294977452	0.0483393965300517	-1.31233113218561	0.189762690142557	gc_content	Halobacteriota	856	0.980536611375827	3824.31352652152
298.476731442322	29.9876508451174	9.95332155172537	3.75901678124307e-22	frac_ilvwygerkp	Halobacteriota	856	0.980536611375827	3824.31352652152
14.0054948986172	2.60273890536975	5.38106026298768	9.58109255137306e-08	ratio_charged_polar	Halobacteriota	856	0.980536611375827	3824.31352652152
0.104932832975692	0.170679454401214	0.614794752794486	0.53885481353447	trna_gc	Halobacteriota	856	0.980536611375827	3824.31352652152
-263.005461235948	80.5477281564588	-3.26521265410585	0.00255177521716181	(Intercept)	Iainarchaeota	39	1.00464670702069	246.529899002563
-2.78891080634463e-08	3.47596573028836e-06	-0.008023412837598	0.993646620564621	genome_size	Iainarchaeota	39	1.00464670702069	246.529899002563
0.381574995595839	0.216668550935221	1.76110004866337	0.0874862328864291	gc_content	Iainarchaeota	39	1.00464670702069	246.529899002563
451.832072361582	170.797533974327	2.6454250354077	0.0123985756898133	frac_ilvwygerkp	Iainarchaeota	39	1.00464670702069	246.529899002563
-3.62134462449718	16.4198760472631	-0.220546404496201	0.826804460532021	ratio_charged_polar	Iainarchaeota	39	1.00464670702069	246.529899002563
0.579246615593081	0.410513520761613	1.41102932375631	0.16759449391461	trna_gc	Iainarchaeota	39	1.00464670702069	246.529899002563
-114.29883249298	166.626465018479	-0.685958454920732	0.501024763310494	(Intercept)	Korarchaeota	25	1.01209746085771	113.852721847838
-4.24267702239302e-06	8.9624923092164e-07	-4.73381385000481	0.000144471992632609	genome_size	Korarchaeota	25	1.01209746085771	113.852721847838
0.158925750637019	0.189385176174253	0.839166791443017	0.411810106649317	gc_content	Korarchaeota	25	1.01209746085771	113.852721847838
356.221091846763	275.835128721119	1.29142757667722	0.212046176583849	frac_ilvwygerkp	Korarchaeota	25	1.01209746085771	113.852721847838
-22.1321198535342	13.7846445954294	-1.60556332811602	0.124862520942433	ratio_charged_polar	Korarchaeota	25	1.01209746085771	113.852721847838
-0.0395281945969325	0.873624359442802	-0.0452462138557395	0.96438322609113	trna_gc	Korarchaeota	25	1.01209746085771	113.852721847838
-134.035311449538	49.9414173367073	-2.68385077151226	0.00803402488092664	(Intercept)	Methanobacteriota	168	0.966245712736369	838.530193643707
-1.04597378002458e-06	8.38978691415868e-07	-1.24672270073914	0.214298788021239	genome_size	Methanobacteriota	168	0.966245712736369	838.530193643707
0.0340712143766353	0.124493527780612	0.273678599876108	0.784680245012139	gc_content	Methanobacteriota	168	0.966245712736369	838.530193643707
226.712708608713	96.3372565892566	2.35332327943824	0.019806870296958	frac_ilvwygerkp	Methanobacteriota	168	0.966245712736369	838.530193643707
23.0034979846862	8.7883294012841	2.6175052088199	0.00969657298954093	ratio_charged_polar	Methanobacteriota	168	0.966245712736369	838.530193643707
0.421630619369893	0.256079004817822	1.64648648049006	0.101602211986625	trna_gc	Methanobacteriota	168	0.966245712736369	838.530193643707
-148.369590231318	67.291427882254	-2.20488099154225	0.0302983187487954	(Intercept)	Methanobacteriota_B	87	0.987094513413416	406.897377279706
-7.68891156745824e-07	1.3002325060091e-06	-0.591348972735529	0.555933359236249	genome_size	Methanobacteriota_B	87	0.987094513413416	406.897377279706
-0.265311931990084	0.141929411243344	-1.86932313511254	0.0651918018210693	gc_content	Methanobacteriota_B	87	0.987094513413416	406.897377279706
258.461914742741	140.352972846958	1.84151364591736	0.069206849508105	frac_ilvwygerkp	Methanobacteriota_B	87	0.987094513413416	406.897377279706
20.2356239586207	11.2680553609207	1.79583994846182	0.0762489662424512	ratio_charged_polar	Methanobacteriota_B	87	0.987094513413416	406.897377279706
0.534379739619438	0.723607670823016	0.738493746219752	0.462348901992706	trna_gc	Methanobacteriota_B	87	0.987094513413416	406.897377279706
-264.949876319777	48.6938202887934	-5.44113965074852	2.09143130956621e-07	(Intercept)	Micrarchaeota	157	0.615895016406021	989.759176278699
-2.2497746857669e-06	2.10757982785189e-06	-1.06746831414682	0.287464072364872	genome_size	Micrarchaeota	157	0.615895016406021	989.759176278699
-0.0181067518627546	0.123323987287983	-0.14682262762452	0.883467867682631	gc_content	Micrarchaeota	157	0.615895016406021	989.759176278699
